id,connectsWith,hasConnectionsWith
835948519,[],[423004]
953163789,[589748],[9547769]
18540341,[413364],[]
55660936,[589748],[]
434885832,[609393],[]
963297878,[],[]
847951890,[],[]
954446706,[],[]
236573248,[423025],[]
112399918,[],[]
367582654,[756512],[]
115782359,[491741],[]
917565626,[413328],[]
81716458,[177494],[]
903224682,[609311],[]
759680,[],[]
759681,[],[]
759682,[],[]
759683,[],[]
759684,[],[]
759685,[],[]
759686,[],[]
759687,[],[]
759688,[],[]
759689,[],[]
766,[981503],[]
766327,[],[]
766328,[],[]
766329,[],[632192759]
766330,[],[]
766331,[],[]
766332,[],[]
766333,[],[]
766334,[],[]
766337,[],[]
766338,[],[]
766340,[],[]
766341,[],[]
766342,[],[]
766343,[],[]
766344,[],[]
766345,[],[]
766346,[],[]
766348,[],[766375]
766350,[],[]
766351,[],[]
766352,[],[]
766353,[],[]
766354,[],[]
766355,[],[]
766356,[],[]
766358,[],[]
766361,[],[]
766362,[],[]
766363,[],[]
766365,[],[]
766366,[],[]
766367,[],[]
766369,[],[]
766372,[],[]
766375,[766348],[]
766376,[],[]
766379,[],[]
766381,[],[]
766383,[],[]
766387,[],[]
766391,[],[]
766392,[],[]
766394,[],[]
766395,[],[]
766396,[],[]
766400,[],[]
766401,[],[]
766402,[],[]
766403,[],[]
766408,[],[]
766410,[],[]
766411,[],[]
766412,[],[]
766413,[],[]
766414,[],[]
766415,[],[]
766416,[],[]
766417,[],[]
766418,[],[]
766422,[],[]
766423,[],[]
766424,[],[]
766425,[],[]
766426,[],[]
766427,[],[]
766428,[],[]
766429,[],[]
766430,[],[]
767837,[],[]
767838,[],[]
767839,[],[]
767841,[],[]
767843,[],[]
767845,[],[]
767847,[],[]
767849,[],[]
767851,[],[]
767852,[],[]
767854,[],[]
767856,[],[]
767857,[],[]
767858,[],[]
767859,[],[]
772,[1043],[]
775,[1043],[]
776,[1043],[315249]
776142,[],[]
776143,[],[]
776144,[],[]
776145,[],[]
776146,[],[]
776147,[],[]
776148,[],[]
776149,[],[]
776150,[],[]
776151,[],[]
776152,[],[]
776153,[],[]
776155,[],[]
776156,[],[]
776157,[776172],[466778575]
776158,[],[]
776159,[],[]
776160,[776172],[]
776161,[],[]
776166,[],[]
776167,[776210],[]
776168,[],[]
776171,[],[]
776172,[466778575],[776235]
776173,[],[894410373]
776175,[],[]
776176,[],[]
776177,[],[]
776178,[776210],[]
776180,[],[]
776181,[],[286718069]
776182,[],[]
776183,[776172],[]
776186,[776172],[]
776188,[776172],[]
776189,[776172],[]
776191,[],[]
776193,[],[]
776195,[],[]
776196,[],[]
776197,[],[]
776198,[],[]
776200,[],[]
776201,[],[]
776202,[776172],[]
776203,[],[]
776206,[],[]
776208,[],[]
776210,[],[776167]
776211,[],[]
776213,[],[]
776214,[],[]
776215,[],[]
776216,[],[]
776218,[],[]
776219,[776172],[]
776220,[],[]
776221,[],[]
776223,[776172],[]
776224,[776210],[]
776226,[],[]
776227,[],[]
776228,[],[]
776232,[776172],[]
776233,[],[]
776234,[],[]
776235,[776172],[]
776237,[776210],[]
776897,[],[]
778407,[],[]
778409,[],[]
778410,[],[]
778412,[],[]
778414,[],[]
778415,[],[]
778416,[],[]
778417,[],[]
778418,[],[]
778419,[],[]
778420,[],[]
778421,[],[]
778422,[],[]
778423,[],[]
778424,[],[]
778425,[],[]
778426,[],[]
778427,[],[]
778428,[],[]
778430,[],[]
778432,[],[]
778433,[],[]
778434,[],[]
778435,[],[]
778436,[],[]
778437,[],[]
778438,[],[]
778439,[],[]
778440,[],[]
778441,[],[]
778442,[],[]
778443,[],[]
778444,[],[]
778445,[],[]
783,[993],[157940]
785957,[727172],[]
785958,[],[]
785959,[],[]
785960,[],[]
785961,[],[]
785962,[],[]
785963,[],[]
785964,[],[]
785965,[],[]
785966,[],[]
785967,[],[]
785968,[],[786060]
785969,[],[]
785970,[727172],[]
785971,[],[]
785972,[39290],[]
785974,[],[903328167]
785975,[],[]
785976,[],[]
785977,[],[]
785978,[],[]
785979,[],[]
785980,[],[]
785982,[],[]
785983,[],[]
785985,[],[]
785986,[785968],[632192759]
785987,[],[]
785988,[],[]
785989,[],[]
785990,[],[]
785991,[],[]
785992,[],[]
785993,[],[]
785994,[],[]
785995,[],[]
785996,[],[]
785997,[],[]
785998,[],[]
785999,[],[]
786000,[],[]
786001,[],[]
786003,[],[]
786004,[727172],[]
786005,[],[]
786006,[],[]
786007,[],[]
786008,[],[]
786009,[],[]
786010,[727172],[]
786012,[],[]
786014,[],[]
786015,[],[]
786017,[727172],[699487909]
786018,[],[]
786020,[727172],[]
786021,[],[568902179]
786024,[],[]
786026,[],[]
786027,[],[]
786028,[],[]
786029,[],[]
786031,[],[]
786032,[],[]
786033,[],[]
786034,[],[]
786035,[],[]
786036,[727172],[]
786037,[],[]
786038,[],[]
786040,[],[]
786042,[],[]
786043,[],[]
786044,[],[]
786046,[],[]
786047,[],[]
786048,[],[]
786049,[],[]
786050,[],[348714102]
786051,[],[]
786054,[],[]
786055,[],[]
786056,[],[]
786058,[],[]
786059,[],[617165853]
786060,[39290],[]
786062,[],[]
786063,[],[]
786064,[],[]
786066,[727172],[]
786067,[727172],[321318358]
786068,[],[]
786069,[39290],[]
786071,[],[]
786072,[],[]
786073,[],[]
786074,[],[]
786076,[],[]
786077,[],[]
786079,[],[]
786081,[],[]
786082,[],[]
786083,[],[]
786084,[727172],[]
786086,[],[]
786087,[],[]
786088,[],[]
786089,[],[]
786090,[],[]
786091,[],[]
786093,[],[]
786094,[],[]
786095,[],[]
786097,[],[]
786098,[],[]
786099,[],[]
786100,[],[]
786101,[],[]
786104,[],[]
786105,[],[]
786106,[],[]
786107,[],[]
786108,[],[]
786109,[],[]
786110,[],[]
786111,[],[]
786112,[],[]
786113,[],[]
786114,[],[]
786115,[],[]
786116,[],[]
786117,[],[]
786118,[],[]
786119,[],[]
786120,[],[]
786122,[],[]
786123,[727172],[568902179]
786125,[],[]
786126,[],[]
786127,[],[]
786129,[],[]
786131,[],[]
786132,[],[]
786133,[],[]
786135,[],[]
786136,[],[]
786137,[],[]
786138,[],[]
786139,[],[]
786140,[],[]
786142,[],[]
786145,[],[]
786146,[],[]
786147,[],[]
786148,[],[]
786149,[],[]
786150,[],[]
786151,[],[]
786712,[],[]
786713,[],[]
786714,[],[]
788222,[],[]
788977,[],[]
789732,[786006],[]
789733,[],[]
789735,[],[]
789736,[],[]
789737,[],[]
789739,[],[]
789740,[],[]
789742,[],[]
789744,[],[]
789746,[],[]
789748,[],[]
789749,[],[]
789751,[],[]
789752,[],[]
789753,[],[]
789754,[],[]
789755,[],[]
789756,[],[]
789757,[],[]
789758,[],[]
789759,[],[]
789760,[],[]
789761,[],[]
789762,[],[]
789763,[],[]
789764,[],[]
789765,[],[]
789766,[],[]
789767,[],[]
789768,[],[]
789769,[],[]
789770,[],[]
789771,[],[]
789772,[],[]
789773,[],[]
789774,[],[]
789775,[],[]
789776,[],[]
789777,[],[]
789778,[],[]
789780,[],[]
789782,[],[]
789783,[],[]
789784,[],[]
789785,[],[]
789786,[],[]
789787,[],[]
789788,[],[]
789789,[],[]
789790,[],[]
789791,[],[]
789792,[],[]
79277,[],[]
79278,[],[]
79279,[],[79299]
79280,[79279],[]
79281,[],[]
79282,[],[]
79283,[],[]
79285,[],[]
79286,[],[]
79287,[],[]
79288,[973041325],[]
79289,[],[]
79290,[],[]
79291,[],[]
79292,[203193875],[]
79293,[],[]
79294,[20487],[]
79295,[],[]
79296,[],[]
79297,[],[]
79298,[],[]
79299,[656280677],[752550814]
79300,[],[]
79302,[83058],[]
79303,[],[]
79304,[],[]
79305,[],[]
79306,[],[79368]
79309,[],[]
79311,[],[]
79312,[],[]
79313,[],[]
79314,[],[]
79315,[],[]
79316,[],[]
79317,[],[]
79318,[],[]
79319,[],[]
79320,[],[]
79321,[],[]
79322,[],[]
79323,[],[]
79324,[],[]
79326,[],[]
79327,[],[]
79328,[506349985],[]
79329,[],[]
79330,[],[]
79331,[],[]
79332,[],[]
79333,[],[]
79335,[],[]
79337,[20493],[]
79338,[],[]
79339,[973041325],[]
79340,[],[]
79341,[],[]
79342,[],[]
79343,[79731],[]
79344,[],[]
79345,[],[]
79346,[],[]
79347,[],[]
79348,[],[]
79349,[],[]
79350,[20487],[]
79351,[],[]
79352,[],[]
79353,[],[]
79354,[],[]
79356,[],[]
79358,[],[]
79359,[],[]
79360,[],[]
79362,[],[]
79363,[],[]
79364,[],[]
79365,[],[]
79366,[],[]
79368,[79306],[825677263]
79369,[],[]
79370,[656280677],[]
79371,[],[]
79373,[],[]
79374,[],[79439]
79375,[],[]
79376,[],[]
79377,[],[]
79378,[],[]
79379,[],[]
79380,[],[]
79381,[],[]
79382,[],[]
79383,[],[897733154]
79384,[],[]
79385,[656280677],[]
79386,[],[]
79387,[],[]
79388,[],[]
79389,[],[]
79391,[],[]
79392,[],[]
79393,[83056],[86419549]
79394,[],[]
79395,[83055],[670424965]
79396,[],[]
79397,[],[]
79398,[],[]
79399,[],[]
79400,[491855883],[]
79402,[],[79651]
79403,[],[79741]
79404,[],[]
79405,[],[]
79406,[],[]
79407,[656280677],[]
79408,[],[]
79409,[],[]
79411,[],[]
79412,[],[]
79413,[],[]
79414,[],[]
79415,[],[]
79416,[],[79542]
79417,[],[79602]
79418,[],[]
79419,[],[]
79420,[],[989985175]
79421,[],[]
79422,[],[]
79423,[],[]
79424,[79705],[]
79425,[656280677],[]
79426,[],[]
79427,[],[]
79428,[],[]
79429,[20487],[]
79430,[],[]
79431,[],[95537454]
79432,[],[]
79433,[203193875],[]
79434,[491855883],[]
79435,[26017958],[]
79436,[],[]
79437,[],[]
79438,[],[511968274]
79439,[491855883],[]
79440,[],[]
79441,[],[]
79443,[],[]
79444,[],[]
79445,[],[]
79446,[],[]
79448,[],[]
79449,[],[]
79450,[],[]
79451,[],[]
79452,[],[]
79453,[],[]
79455,[],[]
79456,[],[]
79457,[],[]
79459,[],[]
79460,[],[]
79461,[],[938515635]
79462,[],[]
79463,[],[]
79464,[],[]
79465,[],[]
79466,[],[]
79467,[],[]
79468,[],[]
79469,[],[]
79470,[],[]
79471,[],[]
79473,[],[]
79474,[],[]
79475,[],[]
79476,[],[]
79477,[],[]
79478,[],[]
79479,[],[]
79482,[],[]
79484,[],[]
79485,[],[]
79486,[],[702050141]
79487,[],[]
79488,[],[]
79489,[],[]
79490,[],[]
79491,[],[]
79492,[],[]
79493,[],[]
79494,[],[]
79495,[],[]
79497,[],[]
79498,[],[]
79499,[],[]
79500,[],[]
79501,[],[]
79502,[],[]
79503,[],[]
79504,[],[]
79505,[],[]
79506,[],[]
79507,[],[]
79508,[],[]
79509,[],[]
79510,[],[]
79512,[],[]
79513,[],[]
79514,[],[]
79515,[],[]
79516,[],[]
79517,[],[]
79519,[],[]
79520,[],[]
79521,[],[]
79523,[],[]
79524,[],[]
79525,[],[]
79527,[],[]
79529,[],[]
79530,[],[]
79531,[656280677],[]
79532,[491855883],[972561590]
79533,[],[]
79534,[],[893570731]
79535,[20420],[]
79536,[],[]
79537,[],[]
79538,[],[]
79540,[],[]
79542,[79416],[]
79543,[20420],[]
79544,[],[]
79545,[],[]
79546,[],[]
79547,[],[]
79548,[],[]
79549,[656280677],[172058377]
79550,[],[]
79552,[491855883],[]
79553,[203193875],[]
79554,[],[]
79555,[],[]
79556,[79666],[]
79557,[],[]
79558,[],[]
79559,[491855883],[]
79560,[],[]
79561,[],[]
79562,[],[]
79563,[],[]
79565,[656280677],[]
79568,[],[]
79569,[],[]
79570,[],[]
79571,[],[]
79572,[],[]
79573,[],[]
79574,[79705],[17649950]
79575,[],[]
79576,[],[]
79577,[],[]
795772,[],[]
795773,[],[]
795775,[],[]
795776,[],[]
795777,[],[]
795778,[],[]
795779,[],[]
79578,[],[]
795780,[],[]
795781,[],[]
795783,[],[]
795784,[],[]
795786,[],[]
795787,[],[]
795788,[],[]
795789,[],[]
79579,[],[]
795790,[],[]
795791,[],[]
795794,[727172],[]
795795,[],[]
795796,[],[]
795797,[],[]
795799,[],[]
79580,[],[]
795800,[],[]
795801,[],[]
795802,[],[]
795807,[],[]
795808,[],[]
79581,[],[]
795810,[],[]
795811,[],[]
795812,[],[]
795813,[],[]
795815,[],[]
795816,[],[]
795817,[],[]
795819,[],[]
79582,[],[]
795820,[727172],[]
795821,[],[]
795825,[],[]
795826,[],[]
79583,[],[]
795830,[],[]
795832,[],[]
795835,[],[]
795838,[],[]
795839,[],[]
795840,[],[]
795841,[],[]
795842,[],[]
795843,[],[]
795845,[727172],[]
795846,[727172],[47231723]
795848,[],[]
795849,[],[]
79585,[],[]
795853,[],[]
795854,[],[]
795855,[],[]
795856,[],[]
795857,[],[]
795858,[],[]
795859,[],[]
79586,[],[]
795860,[],[]
795861,[],[]
795862,[],[]
795863,[],[]
795866,[727172],[]
795867,[],[]
795868,[],[633872579]
79587,[],[]
795872,[],[]
795873,[],[]
795874,[],[]
795875,[],[]
795876,[],[]
795878,[],[]
79588,[],[]
795883,[],[]
795884,[],[]
795885,[],[]
795886,[],[]
79589,[],[]
79590,[],[]
79591,[],[]
79592,[491855883],[]
79593,[],[]
79595,[656280677],[]
79596,[],[]
79597,[],[]
79598,[],[]
79599,[490598212],[]
79600,[],[]
79601,[20493],[698771115]
79602,[79417],[172058378]
79605,[],[]
79606,[],[]
79607,[],[]
79608,[],[]
79609,[],[214642010]
79610,[],[]
79611,[],[]
79612,[20487],[]
79613,[79731],[]
79615,[],[]
79616,[],[]
79617,[],[]
79618,[],[]
79619,[],[]
79620,[],[]
79621,[],[]
79622,[79653],[]
79623,[],[]
79625,[],[]
79626,[],[]
79628,[],[]
79629,[],[]
79630,[],[]
79631,[],[]
79632,[845],[20487]
79633,[],[]
79635,[],[]
79637,[],[]
79638,[491855883],[]
79639,[83055],[]
79640,[],[]
79641,[],[]
79642,[],[]
79645,[],[]
79646,[491855883],[81542]
79647,[],[]
79648,[],[]
79650,[],[]
79651,[79402],[673391949]
79652,[],[]
79653,[],[79622]
79654,[],[]
79655,[],[]
79656,[],[]
79657,[],[]
79658,[],[]
79659,[],[]
79660,[],[]
79661,[],[]
79662,[],[]
79663,[],[]
79664,[491855883],[731219003]
79666,[],[79741]
79667,[],[]
79668,[],[]
79670,[],[]
79671,[],[]
79672,[],[]
79673,[],[]
79674,[],[]
79675,[],[]
79676,[],[]
79677,[],[]
79678,[],[702114508]
79679,[],[]
79680,[],[]
79681,[],[]
79682,[656280677],[]
79684,[],[]
79685,[],[]
79686,[],[79733]
79687,[],[]
79688,[],[]
79689,[],[]
79690,[],[]
79691,[],[]
79692,[26017958],[]
79693,[],[]
79694,[],[]
79695,[],[]
79696,[],[]
79697,[],[]
79698,[],[]
79699,[],[]
79700,[],[]
79701,[],[]
79702,[],[]
79704,[],[]
79705,[],[79424]
79706,[],[735520833]
79708,[20487],[]
79709,[],[]
79710,[973041325],[]
79711,[],[]
79712,[],[]
79713,[],[]
79714,[],[]
79715,[],[]
79716,[],[]
79717,[],[]
79718,[],[]
79719,[],[]
79720,[],[]
79721,[],[79393]
79722,[491855883],[]
79723,[],[]
79724,[],[]
79726,[],[]
79727,[491855883],[]
797282,[],[]
797283,[],[]
797284,[],[]
79729,[491855883],[]
79730,[],[]
79731,[],[79613]
79732,[491855883],[]
79733,[79686],[4645261]
79734,[],[]
79735,[],[]
79736,[],[]
79737,[656280677],[]
79738,[],[]
79739,[491855883],[361151408]
79740,[],[]
79741,[491855883],[]
79743,[],[]
79744,[],[]
79745,[],[]
79746,[],[]
79747,[],[]
79748,[],[]
79749,[],[]
79750,[],[]
79751,[],[]
79752,[],[]
79753,[],[]
79754,[],[]
79755,[],[]
79756,[],[]
79757,[],[]
79758,[],[]
79759,[],[]
79760,[],[]
79761,[],[]
79762,[],[]
79763,[],[]
79764,[],[]
79765,[],[]
79766,[],[]
79767,[],[]
79768,[],[]
79769,[],[]
79770,[],[]
79771,[],[]
79772,[],[]
79774,[],[]
79775,[],[]
79777,[],[]
798,[],[]
798037,[727172],[]
798038,[],[]
798039,[],[]
798040,[],[]
798041,[],[]
798042,[],[]
798043,[],[]
798044,[],[]
798045,[],[]
798046,[],[]
798048,[],[]
798049,[],[]
798051,[],[]
798052,[],[]
798053,[],[]
798054,[],[]
798055,[],[]
798056,[],[]
798058,[],[]
798060,[],[]
798061,[],[]
798062,[],[]
798064,[],[]
798065,[],[]
798066,[],[]
798067,[],[]
798069,[],[]
798071,[],[]
798072,[],[]
798073,[],[]
798075,[],[]
798076,[],[]
798077,[],[]
798078,[],[]
798079,[],[]
798080,[],[]
798081,[],[]
798082,[],[]
798084,[],[]
798085,[],[]
798087,[],[]
798088,[],[]
798089,[],[]
798090,[],[]
798091,[],[]
798092,[],[]
798093,[727172],[]
798094,[],[]
798095,[],[]
798096,[],[]
798097,[],[]
798099,[],[]
798100,[],[]
798101,[],[]
798102,[],[]
798103,[],[]
798104,[],[]
798106,[],[]
798107,[],[]
798108,[],[]
798109,[],[]
798110,[],[]
798111,[],[]
798112,[],[]
798113,[],[]
798115,[],[]
80032,[82301],[]
80033,[],[]
80034,[],[]
80035,[],[]
805587,[],[]
805588,[],[]
805589,[],[]
805590,[727172],[]
805591,[],[]
805592,[],[]
805593,[727172],[]
805595,[],[]
805597,[],[]
805598,[],[]
805600,[727172],[]
805601,[727172],[]
805602,[727172],[]
805603,[],[]
805605,[],[]
805606,[],[]
805607,[],[]
805609,[],[]
805612,[],[]
805613,[],[]
805614,[],[]
805615,[],[]
805616,[],[]
805617,[],[]
805621,[],[]
805622,[],[]
805623,[],[]
805625,[],[]
805626,[],[]
805627,[],[]
805628,[],[]
805629,[],[]
805630,[727172],[]
805631,[],[]
805632,[],[]
805634,[508356079],[]
805635,[],[]
805636,[],[]
805637,[],[]
805639,[],[]
805640,[],[]
805642,[],[]
805643,[],[]
805645,[],[]
805646,[],[]
805647,[],[]
805648,[],[]
805649,[],[]
805651,[],[]
805652,[],[]
805653,[],[]
805654,[],[]
805655,[],[]
805656,[],[]
805657,[],[]
805658,[],[]
805660,[],[]
805661,[],[]
805662,[],[]
805664,[],[]
805666,[],[]
806342,[],[]
806344,[],[]
806345,[],[]
806347,[],[]
806349,[],[]
806350,[],[]
806351,[],[]
806353,[],[]
806354,[],[]
806356,[],[]
80787,[],[]
80788,[],[]
80789,[],[]
814647,[],[]
814649,[],[]
814650,[],[]
814651,[],[]
814653,[],[]
814656,[],[]
814657,[],[]
814658,[],[]
814660,[],[]
814662,[815403],[]
814663,[],[]
814664,[],[]
814665,[],[]
814667,[],[]
814668,[],[]
814670,[],[]
814671,[],[]
814672,[],[]
814674,[],[]
814675,[29677],[]
814678,[],[]
814680,[],[]
814681,[],[]
814682,[],[]
814683,[],[]
814684,[],[]
814685,[],[]
814686,[],[]
814688,[815403],[]
814690,[],[]
814693,[],[]
814694,[],[]
814697,[],[]
814698,[],[]
814701,[],[]
814702,[],[]
814703,[],[]
814706,[],[]
814707,[],[]
814710,[],[]
814714,[],[]
814716,[],[]
814717,[],[]
814719,[],[]
814722,[],[]
814723,[],[]
814726,[],[]
814727,[],[]
814729,[],[]
814731,[],[]
814732,[],[]
814733,[],[]
814734,[],[]
814735,[],[]
814738,[],[]
814739,[],[]
814740,[],[]
814741,[],[]
814742,[],[]
814743,[],[]
814746,[],[]
814750,[],[]
814751,[],[]
814753,[],[]
814756,[],[]
815,[1052],[413336]
815402,[],[]
815403,[],[814662]
815404,[],[]
815405,[],[]
815406,[],[]
815407,[],[]
815408,[],[]
815409,[],[]
815410,[],[]
815411,[],[]
815412,[],[]
81542,[79646],[]
82297,[],[]
82298,[],[]
82299,[],[]
82300,[],[]
82301,[],[80032]
82302,[],[]
82303,[],[]
82304,[],[]
82305,[],[]
82306,[],[]
82307,[],[]
82308,[],[]
82309,[],[]
82311,[],[]
82312,[],[]
82313,[],[]
825217,[],[]
825218,[],[]
825219,[],[]
825220,[],[]
825222,[],[]
825224,[],[]
825226,[],[]
825227,[],[85366721]
825228,[],[]
825229,[],[]
825230,[],[]
825231,[],[]
825232,[],[]
825234,[],[]
825235,[],[]
825237,[1224],[]
825238,[],[]
825239,[],[]
825240,[],[]
825241,[],[]
825242,[],[]
825246,[],[]
825247,[],[]
825248,[],[]
825252,[],[]
825253,[],[]
825254,[],[]
825255,[],[]
825256,[],[]
825257,[],[]
825258,[],[]
825264,[],[]
825265,[1224],[]
825266,[],[]
825268,[],[]
825272,[],[]
825273,[1224],[]
825275,[],[]
825280,[],[]
825281,[],[]
825282,[],[]
825283,[],[]
825284,[],[]
825285,[],[]
825287,[],[]
825289,[],[]
825290,[],[]
825291,[],[]
825292,[],[]
825295,[],[]
825296,[],[]
825297,[],[]
825298,[],[]
825299,[],[]
825302,[],[]
825303,[],[]
825304,[],[]
825305,[],[]
825306,[],[]
825307,[],[]
825309,[],[]
825312,[],[]
825313,[],[]
825314,[],[]
825315,[],[]
825316,[],[]
825318,[],[226572]
825320,[],[]
825322,[],[]
825323,[],[]
825324,[],[]
825325,[],[]
825327,[],[]
825328,[],[]
825329,[],[]
825332,[],[]
825333,[],[]
825334,[],[]
825335,[],[]
825337,[],[]
825338,[],[]
825339,[],[]
825342,[],[]
825345,[],[]
825346,[],[]
825350,[],[]
825355,[],[]
825357,[825318],[]
825359,[],[]
825360,[],[]
825361,[],[]
825362,[],[]
825364,[],[]
825365,[],[]
825366,[825318],[]
825367,[825318],[]
825368,[],[]
825369,[],[]
825371,[],[]
825372,[],[]
825375,[],[]
825376,[],[]
825377,[],[]
825378,[],[]
825379,[],[]
825382,[],[]
825383,[],[]
825384,[],[]
825385,[],[]
825386,[],[]
825387,[],[]
825388,[],[]
825389,[],[]
825390,[],[]
825391,[],[]
825392,[],[]
825393,[],[]
825394,[],[]
825396,[],[]
825397,[825398],[]
825398,[],[825397]
825399,[],[]
825400,[],[]
825401,[],[]
825402,[],[]
825404,[],[]
825405,[],[]
825406,[],[]
825407,[1224],[]
825408,[],[]
825409,[],[]
825410,[],[]
825414,[],[]
825415,[],[]
825416,[],[]
825418,[],[]
825419,[],[]
825420,[],[]
825421,[],[]
825422,[],[]
825423,[],[]
825425,[],[]
825426,[],[]
825427,[],[]
825428,[],[]
825432,[],[]
825433,[],[]
825973,[],[]
826727,[],[]
828237,[],[]
828238,[],[]
828239,[],[]
828240,[],[]
828241,[],[]
828242,[],[]
828243,[],[]
828244,[],[]
828245,[],[]
828246,[],[]
828247,[],[]
828249,[],[]
828250,[],[]
828252,[],[]
828253,[],[]
828254,[],[]
828255,[],[]
828256,[],[]
828257,[],[]
828258,[],[]
828259,[],[]
828260,[],[]
828262,[],[]
828264,[],[]
828266,[],[]
828267,[],[]
828268,[825398],[]
828269,[],[]
828270,[],[]
828271,[],[]
828272,[],[]
828274,[],[]
828275,[],[]
828276,[],[]
828278,[],[]
828279,[],[]
828280,[],[]
828282,[],[]
828283,[],[]
828285,[],[]
828286,[],[]
828287,[],[]
828288,[],[]
828289,[],[]
828290,[],[]
828292,[],[]
828293,[],[]
828294,[],[]
828295,[],[]
828296,[],[]
828297,[],[]
155765601,[462097],[]
708406049,[413323],[]
79684535,[148092],[]
466340541,[422885],[]
723104406,[422885],[]
825912337,[423025],[]
560149180,[462503],[]
933683601,[],[]
933683602,[932485],[574183541]
424659854,[933683602],[]
424659855,[472014],[]
620543181,[],[]
199339871,[177495],[]
888625052,[],[]
240415207,[422885],[]
157243532,[462225],[]
136699833,[],[]
81527249,[],[]
439238521,[472014],[]
743822664,[],[]
958299306,[570696],[]
970142378,[],[]
531279448,[491512],[]
361164677,[],[]
818256726,[599612],[]
901138068,[952093],[]
480215076,[952093],[]
480215077,[],[]
983828927,[599480],[]
478681498,[283602441],[]
288813555,[639087],[]
619239399,[46154574],[]
41473468,[460094536],[]
670424966,[79395],[]
670424968,[89175],[]
838441539,[246345],[]
765003289,[],[]
362008414,[256063],[]
763220261,[638955],[]
308912370,[491731],[]
471437511,[197448],[]
627408618,[197448],[]
139216315,[570685],[]
307187361,[442733],[]
828808246,[442733],[]
464208929,[],[]
464208930,[],[]
464208932,[],[]
464208935,[],[]
464208936,[],[]
464208937,[],[]
464208938,[],[]
531869654,[433032],[]
321173926,[433032],[]
704746176,[],[]
348714102,[786050],[]
281602871,[863766],[]
243168300,[432734],[]
850009332,[432658],[]
828428388,[433147],[]
823615780,[315174],[]
599287018,[384697574],[]
261350657,[433073],[]
429758769,[433073],[]
983118964,[413065],[]
209814686,[413065],[600795755]
721328707,[413065],[]
63880221,[315113],[]
225822532,[315085],[]
945740227,[413324],[]
919243561,[423025],[]
540718544,[],[]
710429514,[690508612],[]
384808486,[],[]
968858713,[579885],[]
538129499,[197501],[]
67040863,[],[]
347036492,[],[871801169]
335461216,[423025],[]
599902,[599926],[]
599903,[599684],[]
599904,[],[]
599905,[599805],[599671]
599907,[],[]
599908,[599667],[]
599909,[599673],[]
59991,[],[]
599910,[],[]
599913,[599822],[]
599914,[],[]
599915,[],[]
599917,[599667],[]
599918,[599919],[]
599919,[560353],[599918]
59992,[],[]
599922,[],[]
599924,[599926],[]
599925,[735295266],[]
599926,[599668],[599902]
599927,[],[]
599928,[],[]
599929,[],[]
59993,[],[]
599931,[],[923431995]
599932,[],[]
599933,[],[]
599934,[],[]
599936,[],[]
599937,[],[]
599938,[599684],[]
599939,[599581],[]
599940,[],[]
599941,[],[]
599942,[],[]
599943,[599868],[]
599944,[560221],[599872]
599945,[],[]
599946,[],[]
599947,[],[376215160]
599948,[],[]
599949,[599684],[]
599950,[599952],[]
599951,[599944],[]
599952,[560221],[599950]
599953,[],[]
599954,[],[]
599956,[],[]
599957,[],[]
599958,[],[]
599959,[],[]
59996,[],[]
599960,[],[]
599961,[],[]
599962,[],[]
599965,[],[]
599966,[],[]
599967,[560221],[]
599968,[],[]
599969,[],[]
599970,[],[]
599971,[599973],[194521550]
599972,[],[]
599973,[808255902],[599611]
599974,[808255902],[599975]
599975,[599974],[]
599976,[599667],[]
599977,[],[]
599979,[560353],[]
59998,[],[]
599980,[],[]
599981,[],[]
599982,[],[]
599983,[],[]
599984,[],[]
599986,[],[]
599987,[599777],[]
599988,[],[]
599989,[],[]
59999,[],[]
599990,[],[]
599991,[],[]
599992,[599926],[]
599993,[599822],[]
599994,[],[]
599996,[599764],[]
599997,[],[]
599999,[],[]
60000,[],[]
600002,[599822],[]
60003,[],[]
60004,[],[]
60005,[],[]
60006,[],[]
60007,[],[]
60008,[59822],[]
60010,[],[]
60011,[],[]
60015,[],[]
60016,[],[]
60018,[],[]
60019,[],[]
60021,[60058],[]
60022,[39352],[59851]
600227,[599703],[]
600228,[],[]
600230,[],[]
600231,[],[]
600232,[],[]
600233,[],[]
600234,[],[]
600235,[],[]
600236,[],[]
600237,[],[]
600238,[],[]
600239,[],[]
60024,[],[]
60025,[],[]
60026,[],[]
60027,[],[]
60028,[],[]
60030,[],[]
60033,[],[]
60034,[],[]
60035,[],[]
60040,[],[]
60041,[],[]
60042,[],[]
60043,[],[]
60044,[],[]
60046,[],[]
60047,[],[]
60048,[],[]
60049,[],[]
60051,[],[]
60052,[],[59851]
60054,[],[]
60055,[],[]
60056,[],[]
60057,[],[]
60058,[],[60567]
60059,[],[]
60060,[],[]
60063,[],[]
60064,[],[]
60065,[],[]
60066,[],[]
60067,[],[]
60068,[],[]
60069,[],[]
60070,[],[]
60071,[],[]
60072,[],[]
60077,[],[]
60079,[],[]
60081,[],[]
60083,[],[]
60084,[],[]
60085,[],[]
60086,[],[]
60087,[],[]
60088,[],[]
60090,[],[]
60091,[],[]
60092,[],[]
60097,[],[]
600982,[599926],[]
600983,[],[]
600984,[],[]
600985,[],[]
60099,[],[]
60100,[],[]
60102,[],[]
60105,[],[]
60107,[],[]
